1376314846,8
1376315146,0
1376315446,0
1376315746,0
1376316046,2
1376316346,2
1376316646,0
1376316946,2
1376317246,2
1376317546,4
1376317846,2
1376318146,2
1376318446,2
1376318746,0
1376319046,0
1376319346,0
1376319646,2
1376319946,0
1376320246,4
1376320546,2
1376320846,0
1376321146,0
1376321446,2
1376321746,4
1376322046,2
1376322346,4
1376322647,4
1376322947,0
1376323247,4
1376323547,0
1376323847,9
1376324147,0
1376324447,2
1376324747,2
1376325047,4
1376325347,0
1376325647,0
1376325947,0
1376326247,0
1376326547,0
1376326847,4
1376327147,0
1376327447,0
1376327747,2
1376328047,2
1376328347,11
1376328647,0
1376328947,2
1376329247,13
1376329547,4
1376329847,4
1376330147,0
1376330447,2
1376330747,2
1376331047,2
1376331347,0
1376331647,4
1376331947,0
1376332247,0
1376332547,2
1376332847,2
1376333147,0
1376333447,0
1376333747,4
1376334047,2
1376334347,4
1376334647,2
1376334947,4
1376335247,2
1376335547,2
1376335847,2
1376336147,2
1376336447,2
1376336747,0
1376337047,0
1376337347,0
1376337647,0
1376337947,2
1376338248,15
1376338548,4
1376338848,2
1376339148,2
1376339448,2
1376339748,2
1376340048,4
1376340348,0
1376340648,4
1376340948,2
1376341248,4
1376341548,0
1376341848,0
1376342148,0
1376342448,0
1376342748,0
1376343048,0
1376343348,0
1376343648,2
1376343948,4
1376344248,0
1376344548,6
1376344848,0
1376345148,4
1376345448,2
1376345748,4
1376346048,2
1376346348,6
1376346648,2
1376346948,2
1376347248,0
1376347548,2
1376347848,2
1376348148,2
1376348448,4
1376348749,0
1376349049,2
1376349349,6
1376349649,2
1376349949,0
1376350249,4
1376350549,6
1376350849,1
1376351149,2
1376351449,2
1376351749,4
1376352049,2
1376352349,11
1376352649,2
1376352949,4
1376353249,21
1376353549,7
1376353849,4
1376354149,3
1376354449,6
1376354749,3
1376355049,4
1376355349,0
1376355649,4
1376355949,4
1376356249,2
1376356549,0
1376356849,0
1376357149,0
1376357449,2
1376357749,0
1376358049,2
1376358349,0
1376358649,5
1376358949,0
1376359250,2
1376359550,2
1376359850,2
1376360150,2
1376360450,0
1376360750,2
1376361050,2
1376361350,0
1376361650,0
1376361950,2
1376362250,0
1376362550,5
1376362849,2
1376363149,0
1376363449,0
1376363749,0
1376364049,0
1376364349,2
1376364650,0
1376364950,0
1376365250,2
1376365550,0
1376365850,1
1376366150,0
1376366450,0
1376366750,0
1376367050,2
1376367350,2
1376367650,0
1376367950,0
1376368250,2
1376368550,0
1376368850,2
1376369150,0
1376369450,2
1376369750,2
1376370050,4
1376370350,3
1376370650,2
1376370950,2
1376371250,0
1376371550,2
1376371850,2
1376372150,0
1376372450,0
1376372750,2
1376373050,4
1376373350,0
1376373651,4
1376373951,2
1376374251,2
1376374551,3
1376374851,6
1376375151,0
1376375451,0
1376375751,0
1376376051,13
1376376351,2
1376376651,4
1376376951,2
1376377251,2
1376377551,0
1376377851,2
1376378151,2
1376378451,2
1376378751,0
1376379051,0
1376379351,0
1376379651,4
1376379951,0
1376380251,7
1376380551,0
1376380851,0
1376381151,4
1376381451,0
1376381751,0
1376382051,4
1376382351,0
1376382651,4
1376382951,2
1376383251,11
1376383551,2
1376383851,6
1376384151,4
1376384451,0
1376384752,4
1376385052,2
1376385352,0
1376385652,0
1376385952,2
1376386252,2
1376386552,6
1376386852,2
1376387152,2
1376387452,9
1376387752,8
1376388052,0
1376388352,2
1376388652,0
1376388952,0
1376389252,0
1376389552,2
1376389852,2
1376390152,4
1376390452,0
1376390752,0
1376391052,2
1376391352,2
1376391652,0
1376391952,0
1376392252,0
1376392552,2
1376392853,2
1376393153,2
1376393453,8
1376393753,0
1376394053,0
1376394353,4
1376394653,0
1376394953,4
1376395253,11
1376395552,2
1376395852,0
1376396152,2
1376396452,4
1376396752,2
1376397052,0
1376397352,2
1376397652,0
1376397952,0
1376398252,3
1376398552,2
1376398853,0
1376399153,0
1376399453,2
1376399753,4
1376400053,3
1376400353,2
1376400653,5
1376400953,2
1376401253,6
1376401553,96
1376401853,2
1376402153,61
1376402453,0
1376402753,4
1376403053,77
1376403353,24
1376403653,2
1376403953,2
1376404253,2
1376404553,15
1376404853,62
1376405153,2
1376405453,4
1376405753,6
1376406053,37
1376406353,0
1376406653,23
1376406954,2
1376407254,2
1376407554,4
1376407854,2
1376408154,2
1376408454,2
1376408754,0
1376409054,0
1376409354,4
1376409654,2
1376409954,2
1376410254,31
1376410554,0
1376410854,4
1376411154,2
1376411454,11
1376411754,4
1376412054,2
1376412354,0
1376412654,2
1376412954,4
1376413255,2
1376413555,0
1376413855,42
1376414155,26
1376414455,2
1376414755,32
1376415055,45
1376415355,2
1376415655,2
1376415955,4
1376416255,2
1376416555,2
1376416855,2
1376417155,78
1376417455,38
1376417755,18
1376418055,4
1376418355,4
1376418655,11
1376418955,0
1376419255,11
1376419555,70
1376419855,0
1376420155,8
1376420455,66
1376420755,2
1376421055,72
1376421355,9
1376421655,4
1376421955,2
1376422255,2
1376422555,37
1376422856,2
1376423156,2
1376423456,6
1376423756,4
1376424056,16
1376424356,8
1376424656,43
1376424956,2
1376425256,4
1376425556,0
1376425856,2
1376426156,3
1376426456,46
1376426756,0
1376427056,36
1376427356,2
1376427656,0
1376427956,0
1376428256,4
1376428556,52
1376428856,7
1376429156,2
1376429456,0
1376429756,3
1376430056,43
1376430356,2
1376430656,2
1376430956,2
1376431256,2
1376431556,13
1376431856,6
1376432156,8
1376432456,51
1376432756,2
1376433056,0
1376433356,0
1376433656,4
1376433956,0
1376434256,2
1376434556,90
1376434856,2
1376435156,2
1376435456,4
1376435756,4
1376436056,16
1376436356,65
1376436656,2
1376436956,2
1376437256,32
1376437556,5
1376437856,17
1376438156,2
1376438456,2
1376438756,4
1376439056,69
1376439356,28
1376439656,7
1376439956,4
1376440256,2
1376440557,7
1376440857,27
1376441157,2
1376441457,2
1376441757,49
1376442057,21
1376442357,9
1376442657,2
1376442957,2
1376443257,38
1376443557,8
1376443857,37
1376444157,4
1376444457,2
1376444757,48
1376445057,0
1376445357,0
1376445657,8
1376445957,7
1376446257,4
1376446557,6
1376446857,9
1376447157,0
1376447457,90
1376447757,8
1376448057,0
1376448357,4
1376448657,2
1376448957,0
1376449257,2
1376449558,2
1376449858,41
1376450158,56
1376450458,2
1376450758,2
1376451058,2
1376451358,81
1376451658,36
1376451958,56
1376452258,3
1376452558,0
1376452858,4
1376453158,31
1376453458,6
1376453758,2
1376454058,2
1376454358,4
1376454658,2
1376454958,6
1376455258,2
1376455558,11
1376455858,2
1376456158,6
1376456458,42
1376456758,0
1376457058,2
1376457359,2
1376457659,2
1376457959,93
1376458259,2
1376458559,0
1376458859,2
1376459159,2
1376459459,0
1376459759,4
1376460059,0
1376460359,2
1376460659,2
1376460959,52
1376461258,85
1376461558,0
1376461858,2
1376462158,0
1376462458,57
1376462758,2
1376463059,31
1376463359,45
1376463659,49
1376463959,0
1376464259,0
1376464559,81
1376464859,2
1376465159,55
1376465459,2
1376465759,48
1376466059,55
1376466359,0
1376466659,74
1376466959,2
1376467259,47
1376467559,4
1376467859,2
1376468159,35
1376468459,4
1376468759,2
1376469059,2
1376469359,2
1376469659,35
1376469959,0
1376470259,82
1376470559,45
1376470859,0
1376471159,32
1376471459,5
1376471759,2
1376472059,25
1376472359,4
1376472659,8
1376472959,44
1376473260,4
1376473560,6
1376473860,4
1376474160,4
1376474460,93
1376474760,4
1376475060,6
1376475360,2
1376475660,2
1376475960,70
1376476260,7
1376476560,0
1376476860,2
1376477160,0
1376477460,2
1376477760,56
1376478060,2
1376478360,20
1376478660,4
1376478960,36
1376479260,0
1376479560,4
1376479860,70
1376480160,4
1376480460,5
1376480760,31
1376481060,0
1376481360,2
1376481660,17
1376481960,4
1376482261,9
1376482561,2
1376482861,2
1376483161,52
1376483461,11
1376483761,4
1376484061,49
1376484361,56
1376484661,2
1376484961,7
1376485261,2
1376485561,0
1376485861,0
1376486161,4
1376486461,26
1376486761,61
1376487061,59
1376487361,2
1376487661,39
1376487961,43
1376488261,21
1376488561,28
1376488861,44
1376489161,53
1376489461,40
1376489761,42
1376490061,51
1376490362,37
1376490662,37
1376490962,46
1376491262,24
1376491562,63
1376491862,41
1376492162,49
1376492462,54
1376492762,41
1376493062,24
1376493362,22
1376493662,28
1376493962,24
1376494261,29
1376494561,44
1376494861,15
1376495161,41
1376495461,43
1376495761,45
1376496061,65
1376496362,37
1376496662,43
1376496962,44
1376497262,19
1376497562,13
1376497862,45
1376498162,31
1376498462,67
1376498762,17
1376499062,15
1376499362,23
1376499662,48
1376499962,24
1376500262,20
1376500562,33
1376500862,25
1376501162,41
1376501462,42
1376501762,22
1376502062,16
1376502362,26
1376502662,15
1376502962,65
1376503263,41
1376503563,22
1376503863,39
1376504163,22
1376504463,37
1376504763,34
1376505063,39
1376505363,17
1376505663,31
1376505963,32
1376506263,21
1376506563,31
1376506863,4
1376507163,39
1376507463,54
1376507763,18
1376508063,25
1376508363,26
1376508663,2
1376508963,33
1376509263,39
1376509563,24
1376509863,48
1376510163,37
1376510463,28
1376510763,39
1376511064,28
1376511364,72
1376511664,15
1376511964,30
1376512264,63
1376512564,50
1376512864,45
1376513164,17
1376513464,40
1376513764,30
1376514064,41
1376514364,31
1376514664,49
